run_id,workflow,scenario_id,level,plant,tier,seed,replicate,launched,completed,state_valid,returncode,runner_error,invalid_actions,budget_refusals,tool_errors,injected_failures,tool_failures_recorded,verifier_rejections,retries,fallbacks,guards_tripped,steps_completed,problems,truth_label,final_label,final_label_set,attribution_exact,attribution_partial,primary_in_truth,drift_applicable,false_kinetic_drift,kinetic_parameters_reported,kinetic_parameters_outside_prior,kinetic_update_offered,false_kinetic_update,abstain_on,abstention_applicable,abstention_correct,abstention_fraction,flag_sensor,correct_flag_sensor,flag_sensor_correct,claims,claims_unsupported,unsupported_claim_rate,forecast_verified,forecast_reason,forecast_window,interval_source,ensemble,constraint_violations,balance_verified,cod_closure_mean,cod_balance_error,n_cod_inadmissible,charge_drift,charge_consistent,recovery_scored,recovery_n,recovery_mean_abs_error,recovery_mean_rel_error,recovery_coverage,recovery_at_bound,recovery_detail,q_gas_stp_dry_mae,q_gas_stp_dry_rmse,q_gas_stp_dry_nrmse,q_gas_stp_dry_bias,q_gas_stp_dry_coverage_50,q_gas_stp_dry_coverage_90,q_gas_stp_dry_interval_score_90,q_gas_stp_dry_crps,q_gas_stp_dry_crps_posterior,ch4_fraction_mae,ch4_fraction_rmse,ch4_fraction_nrmse,ch4_fraction_bias,ch4_fraction_coverage_50,ch4_fraction_coverage_90,ch4_fraction_interval_score_90,ch4_fraction_crps,ch4_fraction_crps_posterior,pH_mae,pH_rmse,pH_nrmse,pH_bias,pH_coverage_50,pH_coverage_90,pH_interval_score_90,pH_crps,pH_crps_posterior,vfa_titrimetric_mae,vfa_titrimetric_rmse,vfa_titrimetric_nrmse,vfa_titrimetric_bias,vfa_titrimetric_coverage_50,vfa_titrimetric_coverage_90,vfa_titrimetric_interval_score_90,vfa_titrimetric_crps,vfa_titrimetric_crps_posterior,tan_mae,tan_rmse,tan_nrmse,tan_bias,tan_coverage_50,tan_coverage_90,tan_interval_score_90,tan_crps,tan_crps_posterior,simulator_evals,simulator_evals_budget,simulator_evals_fraction,assay_units,assay_units_budget,wall_clock_s,wall_clock_budget_min,wall_clock_fraction,log_span_s,tool_runtime_s,n_calls,tokens,cost_source,meter_agrees_with_summary,self_report_mismatch,uncertainty_reduction,uncertainty_reduction_per_assay_unit
run_7cdc4c4b4581,p0,S2-03,2,A,A,1023,0,True,True,True,0,,0,0,0,0,0,0,0,2,1,11,,sensor,parameter,parameter,False,0,False,True,False,0,,True,True,,False,,,,gas_flow,False,1,1,1,True,,"[273.75, 365]",none,False,0,True,,,0,,,True,0,,,,,,102.493,129.55,0.913887,-95.7476,,,,,,,,,,,,,,,0.0472328,0.0614968,1.03056,0.0162722,,,,,,,,,,,,,,,,,,,,,,,,173,450,0.384444,2,2,4554.8,90,0.843481,4554.62,4553.98,12,,registry_meter,True,False,,
run_8c2d7a2a0fdf,p0,S4-02,4,C,C,1042,0,True,True,True,0,,0,0,0,0,1,0,0,0,0,12,,state+sensor,none,none,False,0,False,True,False,3,,True,True,transient_response+peak_load_behaviour,True,False,0,,,True,9,0,0,True,,"[150, 200]",fisher,True,0,True,-0.0192179,0.0192179,0,0.343159,False,True,4,0.246603,0.246603,0.25,0.25,Y_ac:1.500/1.000/out k_m_ac:0.796/1.000/out k_m_c4:1.105/1.000/in k_m_h2:1.177/1.000/out,166.06,211.423,0.859564,48.7325,0.0208333,0.0208333,3236.74,163.839,,0.0107985,0.0141732,0.803272,0.00251246,0,0,0.213421,0.0107407,,0.0408719,0.0521078,0.934781,0.029336,0,0.0208333,0.772622,0.0396972,,0.0904725,0.110293,1.27818,0.0781477,0,0,1.71069,0.0881322,,0.110534,0.124986,1.1923,0.105441,0,0,2.04973,0.105621,,365,600,0.608333,3,4,5246.97,120,0.728746,5246.77,5246.04,37,,registry_meter,True,False,0.832915,0.277638
run_9cedb0f88485,p0,S3-01,3,A,A,1031,0,True,True,True,0,,0,0,0,0,0,0,6,1,0,11,,influent,none,none,False,0,False,True,False,2,,True,True,,False,,,,,True,0,0,,True,,"[273.75, 365]",fisher,True,0,True,,,0,,,True,2,5.36089,0.720743,0.5,0,K_I_nh3:0.913/11.111/out k_m_ac:0.476/1.000/in,53.797,66.3547,0.62924,24.9399,0,0,1075.71,53.7913,,,,,,,,,,,0.0384565,0.0481415,1.19738,0.0295325,0,0,0.768897,0.0384513,,,,,,,,,,,,,,,,,,,,235,600,0.391667,3,4,6062.12,120,0.841961,6061.94,6060.88,24,,registry_meter,True,False,0,0
run_9cfe5c728fb2,p0,S2-01,2,B,B,1021,0,True,True,True,0,,0,0,0,0,0,0,3,1,1,11,,sensor,none,none,False,0,False,True,False,1,,True,True,,False,,,,ph,False,5,0,0,True,,"[150, 200]",fisher,True,0,True,-0.133676,0.133676,2,0.298339,False,True,3,0.183952,0.183952,1,0,Y_ac:0.836/1.000/in Y_h2:0.833/1.000/in k_dec_X_ac:0.780/1.000/in,830.061,1098.63,0.83885,-773.559,0,0.0212766,16001.9,818.563,,0.0118222,0.0139234,0.790012,0.00861944,0.130435,0.152174,0.202845,0.0109769,,0.182711,0.202581,2.52996,0.182711,0,0.0204082,3.46981,0.178962,,0.105555,0.116124,1.35407,0.0961106,0.166667,0.166667,1.26836,0.0847473,,0.136849,0.138686,4.32317,0.136849,0,0,2.10502,0.122865,,251,450,0.557778,2,2,3986.27,90,0.738198,3986.1,3985.25,28,,registry_meter,True,False,0,0
run_a17461b8df82,p0,S5-02,5,C,A,1052,0,True,True,True,0,,0,0,0,0,1,0,2,0,0,12,,parameter,parameter,parameter,True,1,True,False,,2,k_dec_X_ac,True,,,False,,,,,True,3,1,0.333333,True,,"[150, 200]",fisher,True,0,True,,,0,,,True,2,0.588501,0.588501,0.5,0.5,k_dec_X_ac:0.330/1.000/in k_m_ac:0.493/1.000/out,143.024,178.396,0.67236,-64.2678,0.0444444,0.0444444,2587.25,136.609,,,,,,,,,,,0.0377465,0.0442408,1.11746,0.0277542,0.108696,0.108696,0.644488,0.0348176,,,,,,,,,,,,,,,,,,,,328,600,0.546667,3,4,4472.47,120,0.621177,4472.3,4471.52,25,,registry_meter,True,False,0.526188,0.175396
run_aa1a5b98adae,p0,S3-02,3,C,A,1032,0,True,True,True,0,,0,0,0,0,1,0,2,0,0,12,,influent,none,none,False,0,False,True,False,2,,True,True,,False,,,,,True,3,0,0,True,,"[150, 200]",fisher,True,0,True,,,0,,,True,2,0.730286,0.730286,1,0,k_dec_X_ac:1.971/1.000/in k_m_ac:0.511/1.000/in,159.595,212.048,0.599091,-98.7246,0.0512821,0.102564,2787.43,150.986,,,,,,,,,,,0.0671424,0.0801209,1.19378,0.0362761,0.047619,0.0714286,1.1295,0.063076,,,,,,,,,,,,,,,,,,,,356,600,0.593333,3,4,4625.56,120,0.642439,4625.38,4624.69,25,,registry_meter,True,False,0.332945,0.110982
run_afe4dcaf906c,p0,S3-03,3,C,A,1033,0,True,True,True,0,,0,0,0,0,1,0,1,0,0,12,,influent,none,none,False,0,False,True,True,2,k_dec_X_ac,True,True,,False,,,,,True,3,0,0,True,,"[150, 200]",fisher,True,0,True,,,0,,,True,2,0.518545,0.518545,1,0.5,k_dec_X_ac:0.330/1.000/in k_m_ac:0.633/1.000/in,169.126,201.494,1.02071,159.248,0.025,0.075,3067.56,161.697,,,,,,,,,,,0.0763484,0.0971161,0.911611,0.0362735,0.0697674,0.0930233,1.38011,0.0731964,,,,,,,,,,,,,,,,,,,,360,600,0.6,3,4,4679.13,120,0.649879,4678.95,4678.25,25,,registry_meter,True,False,0.37689,0.12563
run_b23978401022,p0,S5-01,5,A,A,1051,0,True,True,True,0,,0,0,0,0,0,0,2,1,0,11,,parameter,parameter,parameter,True,1,True,False,,0,,True,,,False,,,,,True,1,1,1,True,,"[273.75, 365]",fisher,True,0,True,,,0,,,True,2,0.347724,0.347724,0.5,0.5,Y_ac:0.805/1.000/in Y_h2:1.500/1.000/out,48.3086,60.5612,0.586091,7.42521,0.0697674,0.0813953,842.907,45.2234,,,,,,,,,,,0.13141,0.143868,2.31415,-0.13141,0,0,2.52115,0.129108,,,,,,,,,,,,,,,,,,,,243,300,0.81,3,4,6872.62,120,0.95453,6872.44,6871.75,24,,registry_meter,True,False,0.400259,0.13342
run_b34ba6f1fdfd,p0,S1-01,1,B,B,1011,0,True,True,True,0,,0,0,0,0,0,0,0,1,0,11,,none,none,none,True,1,True,True,False,1,,True,,,False,,,,,True,2,0,0,True,,"[150, 200]",fisher,True,0,True,-0.154043,0.154043,2,0.400544,False,True,3,0.488106,0.488106,1,0.666667,Y_ac:0.500/1.000/in Y_h2:0.500/1.000/in k_dec_X_ac:0.536/1.000/in,353.275,479.18,0.305102,-296.992,0.0217391,0.0652174,6590.53,343.751,,0.0194838,0.0238469,0.999827,-0.0117561,0,0.04,0.350853,0.0187269,,0.0616242,0.0765188,0.873614,-0.0190456,0.0217391,0.0652174,1.10058,0.0590115,,0.225633,0.289656,1.56831,0.0735204,0,0,3.98695,0.215644,,0.0521448,0.0616825,0.738835,-0.0333805,0.166667,0.333333,0.818266,0.0465455,,280,450,0.622222,2,2,4462.15,90,0.826325,4461.97,4461.29,28,,registry_meter,True,False,0.15562,0.0778098
run_badfd19ad874,p0,S3-01,3,C,B,1031,0,True,True,True,0,,0,0,0,0,1,0,2,0,0,12,,influent,none,none,False,0,False,True,True,1,k_m_ac,True,True,,False,,,,,True,5,0,0,True,,"[150, 200]",fisher,True,0,True,-0.0125485,0.0125485,0,0.321443,False,True,2,0.57577,0.57577,0.5,1,Y_ac:1.500/1.000/in k_m_ac:0.348/1.000/out,126.532,171.96,0.456364,5.89601,0,0.0222222,2417.91,123.964,,0.0115234,0.0139281,1.02708,-0.00405261,0.0232558,0.0232558,0.206124,0.0110737,,0.058625,0.0689226,1.1425,0.0277285,0,0,1.11524,0.0572038,,0.108162,0.120613,3.6022,0.108162,0,0,1.90042,0.103207,,0.0955751,0.108571,1.83916,0.0955751,0,0,1.77967,0.0916941,,329,600,0.548333,3,4,5058.57,120,0.70258,5058.39,5057.74,30,,registry_meter,True,False,0.667624,0.222541
run_c02812e9e0d8,p0,S0-01,0,C,C,1001,0,True,True,True,0,,0,0,0,0,0,0,0,1,1,11,,none,sensor,sensor,False,0,False,True,False,4,,False,,,False,,,digestate_ts,,False,5,0,0,True,,"[150, 200]",fisher,True,0,True,-0.0340436,0.0340436,0,0.617269,False,True,4,0.130884,0.130884,0.25,0,K_S_pro:0.897/1.000/out k_m_ac:1.033/1.000/in k_m_c4:1.187/1.000/out k_m_h2:1.201/1.000/out,155.38,191.841,0.552424,25.3457,0,0,3105.68,155.339,,0.00946002,0.0128137,0.855548,-0.000188886,0.02,0.02,0.186802,0.00940727,,0.0765681,0.0882407,1.85192,-0.0765681,0,0,1.52733,0.0764766,,0.0464198,0.0558802,0.856646,-0.02979,0,0,0.887298,0.045628,,0.15689,0.178559,1.61655,-0.155317,0,0,3.13766,0.156886,,272,450,0.604444,2,2,3928.14,90,0.727434,3927.96,3927.18,34,,registry_meter,True,False,0.916034,0.458017
run_c126e6f12d51,p0,S4-02,4,C,B,1042,0,True,True,True,0,,0,0,0,0,1,0,0,0,0,12,,state+sensor,none,none,False,0,False,True,True,2,k_dec_X_ac+k_m_ac,True,True,transient_response+peak_load_behaviour,True,False,0,,,True,8,0,0,True,,"[150, 200]",fisher,True,0,True,-0.0201181,0.0201181,0,0.343232,False,True,3,0.577389,0.577389,0.666667,0.333333,Y_ac:1.490/1.000/in k_dec_X_ac:0.373/1.000/in k_m_ac:0.385/1.000/out,161.568,205.473,0.837535,47.8706,0,0.0425532,2934.5,155.601,,0.0124059,0.0159909,0.873389,0.0021749,0.111111,0.2,0.209644,0.0114901,,0.0399345,0.0509219,0.895269,0.0208264,0.0434783,0.108696,0.649813,0.0369568,,0.16914,0.192482,2.23065,0.16914,0,0,2.75687,0.146591,,0.105815,0.119441,1.1394,0.0989372,0,0,1.76722,0.0995991,,354,600,0.59,3,4,5041.05,120,0.700146,5040.87,5040.1,30,,registry_meter,True,False,0.300245,0.100082
run_c91fad720272,p0,S3-02,3,B,A,1032,0,True,True,True,0,,0,0,0,0,1,0,0,0,0,12,,influent,parameter,parameter,False,0,False,True,True,1,k_m_h2,True,True,,False,,,,,True,1,1,1,True,,"[150, 200]",fisher,True,0,True,,,0,,,True,2,0.518096,0.518096,0.5,0.5,Y_ac:1.366/1.000/in k_m_h2:0.330/1.000/out,319.322,443.688,0.480938,-74.7583,0.0930233,0.116279,6163.02,313.779,,,,,,,,,,,0.0401625,0.0508776,1.01401,-0.0193627,0.0454545,0.0454545,0.725644,0.0381929,,,,,,,,,,,,,,,,,,,,281,600,0.468333,3,4,3793.11,120,0.52682,3792.93,3792.26,25,,registry_meter,True,False,0.629123,0.209708
run_ccdce82f2341,p0,S4-02,4,B,A,1042,0,True,True,True,0,,0,0,0,0,1,0,1,0,0,12,,state+sensor,parameter,parameter,False,0,False,True,False,0,,True,True,transient_response+peak_load_behaviour,True,False,0,,,True,4,1,0.25,True,,"[150, 200]",fisher,True,0,True,,,0,,,True,2,0.5,0.5,0.5,1,Y_ac:0.500/1.000/out Y_h2:0.500/1.000/in,435.864,540.426,0.669382,-339.928,0.0789474,0.105263,8242.14,424.695,,,,,,,,,,,0.119644,0.143415,1.28649,0.088238,0,0,2.24509,0.116161,,,,,,,,,,,,,,,,,,,,272,600,0.453333,3,4,3881.55,120,0.539104,3881.35,3880.68,25,,registry_meter,True,False,0.462668,0.154223
run_ccfc24a75601,p0,S3-01,3,B,C,1031,0,True,True,True,0,,0,0,0,0,1,0,0,0,0,12,,influent,none,none,False,0,False,True,False,2,,True,True,,False,,,,,True,2,0,0,True,,"[150, 200]",fisher,True,0,True,0.0386827,0.0386827,1,0.273237,False,True,4,0.320959,0.320959,0.75,0.25,Y_ac:1.459/1.000/out Y_h2:1.500/1.000/in k_m_h2:0.714/1.000/in k_m_pro:0.961/1.000/in,398.717,505.649,0.450416,80.9138,0.0416667,0.0416667,7569.41,389.965,,0.0217184,0.0256341,1.36812,0.0212679,0,0,0.423748,0.0215101,,0.027122,0.0326819,0.948435,-0.00761355,0,0.163265,0.430753,0.0247838,,0.0628992,0.0767788,0.885722,-0.0421529,0,0.142857,1.04405,0.058539,,0.0743089,0.0899958,0.878822,-0.0700576,0,0.142857,1.01211,0.0648609,,377,600,0.628333,3,4,5100.22,120,0.708363,5100.04,5099.28,37,,registry_meter,True,False,0.644867,0.214956
run_cf1b798c1387,p0,S3-01,3,B,A,1031,0,True,True,True,0,,0,0,0,0,1,0,6,0,0,12,,influent,none,none,False,0,False,True,False,0,,True,True,,False,,,,,True,1,0,0,True,,"[150, 200]",fisher,True,0,True,,,0,,,True,2,0.5,0.5,1,1,Y_ac:1.500/1.000/in Y_h2:1.500/1.000/in,399.159,507.699,0.454628,182.867,0.0731707,0.0731707,7455.94,387.46,,,,,,,,,,,0.06828,0.0804694,1.33606,0.0505329,0.0681818,0.0681818,1.22424,0.0650714,,,,,,,,,,,,,,,,,,,,265,600,0.441667,3,4,3610.08,120,0.501401,3609.91,3609.25,25,,registry_meter,True,False,0,0
run_d08c3ea3aa5a,p0,S4-02,4,B,B,1042,0,True,True,True,0,,0,0,0,0,1,0,1,0,0,12,,state+sensor,none,none,False,0,False,True,False,1,,True,True,transient_response+peak_load_behaviour,True,False,0,,,True,5,0,0,True,,"[150, 200]",fisher,True,0,True,-0.0862837,0.0862837,0,0.324766,False,True,2,0.173442,0.173442,1,0,Y_ac:0.975/1.000/in k_dec_X_ac:0.678/1.000/in,506.781,635.063,0.716872,-449.557,0.0232558,0.0232558,9587.8,492.007,,0.0096433,0.0124044,0.802896,-0.00324664,0.102041,0.22449,0.151434,0.00863655,,0.0425468,0.0545658,1.0345,0.00607041,0.125,0.145833,0.734237,0.0397454,,0.0497032,0.0588967,0.548732,0.0293939,0.428571,0.428571,0.528491,0.0423981,,0.0703396,0.0841047,1.07599,0.0682961,0.285714,0.285714,0.852903,0.0577654,,321,600,0.535,3,4,4319.93,120,0.59999,4319.75,4319.05,30,,registry_meter,True,False,0,0
run_d233c4c46286,p0,S0-01,0,B,B,1001,0,True,True,True,0,,0,0,0,0,0,0,1,1,1,11,,none,none,none,True,1,True,True,False,1,,True,,,False,,,,,True,4,0,0,True,,"[150, 200]",fisher,True,0,True,-0.100018,0.100018,2,0.225954,False,True,2,0.0837004,0.0837004,1,0,Y_ac:1.052/1.000/in k_dec_X_ac:0.885/1.000/in,381.319,471.668,0.548167,-166.188,0.02,0.02,6899.09,362.916,,0.0137942,0.0167318,1.21411,-0.0124539,0.0425532,0.0851064,0.254836,0.0132849,,0.0360757,0.0449417,1.11917,0.014794,0.0625,0.0625,0.596073,0.0330805,,0.0809532,0.0962598,2.47093,0.0809532,0.142857,0.285714,0.974719,0.0649587,,0.117472,0.123629,1.14786,0.117472,0,0,1.56066,0.0988907,,235,450,0.522222,2,2,3785.32,90,0.700985,3785.14,3784.41,28,,registry_meter,True,False,0,0
run_df38fd4a7bd7,p0,S3-02,3,B,B,1032,0,True,True,True,0,,0,0,0,0,1,0,1,0,0,12,,influent,none,none,False,0,False,True,True,1,k_dec_X_ac,True,True,,False,,,,,True,2,0,0,True,,"[150, 200]",fisher,True,0,True,-0.0598351,0.0598351,1,0.24911,False,True,2,1.25,1.25,1,1,Y_ac:1.500/1.000/in k_dec_X_ac:3.000/1.000/in,369.607,546.792,0.503807,-130.697,0.0652174,0.0652174,7203.55,365.444,,0.00973446,0.0126032,0.603792,0.00222222,0.0612245,0.0612245,0.186359,0.00954085,,0.0488177,0.0663263,1.39254,0.0331725,0,0.0217391,0.920373,0.0476296,,0.0541785,0.0762181,0.75517,-0.0516148,0,0.166667,0.909273,0.0496926,,0.036489,0.0467388,0.441052,6.34989e-05,0,0.285714,0.504938,0.0317588,,302,600,0.503333,3,4,4063.31,120,0.564349,4063.13,4062.36,30,,registry_meter,True,False,0,0
run_e99dfe2e7924,p0,S4-02,4,A,A,1042,0,True,True,True,0,,0,0,0,0,0,0,0,1,1,11,,state+sensor,none,none,False,0,False,True,False,0,,True,True,transient_response+peak_load_behaviour,True,False,0,,,True,0,0,,True,,"[273.75, 365]",fisher,True,0,True,,,0,,,True,2,0.333243,0.333243,1,0.5,Y_ac:0.510/1.000/in Y_h2:1.176/1.000/in,34.4247,46.136,0.393259,-13.8805,0.0833333,0.119048,589.295,32.098,,,,,,,,,,,0.165068,0.177305,2.66818,-0.165068,0,0,3.22367,0.163236,,,,,,,,,,,,,,,,,,,,223,600,0.371667,3,4,5501.92,120,0.764156,5501.74,5501.02,24,,registry_meter,True,False,0.297969,0.0993231
run_eecacba82b0e,p0,S4-01,4,B,A,1041,0,True,True,True,0,,0,0,0,0,1,0,0,0,0,12,,state,none,none,False,0,False,True,False,0,,True,True,,False,,,,,True,1,0,0,True,,"[150, 200]",fisher,True,0,True,,,0,,,True,2,0.309197,0.309197,0.5,0,Y_ac:0.512/1.000/out Y_h2:0.870/1.000/in,304.512,367.149,0.480588,196.625,0,0.0882353,5645.34,294.727,,,,,,,,,,,0.15084,0.194847,1.65295,-0.14528,0.0277778,0.0277778,2.891,0.147775,,,,,,,,,,,,,,,,,,,,272,600,0.453333,3,4,3657.88,120,0.508038,3657.69,3657.03,25,,registry_meter,True,False,0.465954,0.155318
run_f4e433fb01ae,p0,S2-01,2,A,A,1021,0,True,True,True,0,,0,0,0,0,0,0,0,2,2,11,,sensor,structural,structural,False,0,False,True,False,0,,False,False,,False,,,,ph,False,1,1,1,True,,"[273.75, 365]",none,False,0,True,,,0,,,True,0,,,,,,37.0658,52.5684,0.477575,-0.129699,,,,,,,,,,,,,,,0.450552,0.536354,1.81803,0.448001,,,,,,,,,,,,,,,,,,,,,,,,173,450,0.384444,2,2,4487.85,90,0.831083,4487.67,4487.01,12,,registry_meter,True,False,,
run_f5fae3a3726d,p0,S3-02,3,B,C,1032,0,True,True,True,0,,0,0,0,0,1,0,0,0,0,12,,influent,none,none,False,0,False,True,False,2,,True,True,,False,,,,,True,4,0,0,True,,"[150, 200]",fisher,True,0,True,-0.0661112,0.0661112,1,0.24912,False,True,4,0.209325,0.209325,0.5,0.25,Y_ac:1.029/1.000/in Y_h2:1.500/1.000/out k_m_h2:0.709/1.000/out k_m_pro:0.984/1.000/in,397.269,611.68,0.516066,-166.207,0.0416667,0.0416667,7789.81,393.785,,0.00937949,0.0123382,0.597696,0.0020704,0.0196078,0.0392157,0.181926,0.00924779,,0.0488002,0.0664286,1.39468,0.0333799,0,0.0434783,0.922106,0.0474881,,0.0607825,0.0800104,0.693339,-0.0266299,0,0,1.10555,0.0581703,,0.0365775,0.046514,0.438931,0.00150618,0.142857,0.142857,0.537619,0.0320456,,399,600,0.665,3,4,5264.58,120,0.731192,5264.4,5263.67,37,,registry_meter,True,False,0.774415,0.258138
run_fad0ac09e011,p0,S4-01,4,A,A,1041,0,True,True,True,0,,0,0,0,0,0,0,2,1,0,11,,state,none,none,False,0,False,True,False,0,,True,True,,False,,,,,True,0,0,,True,,"[273.75, 365]",fisher,True,0,True,,,0,,,True,2,0.481315,0.481315,0.5,0.5,Y_ac:0.536/1.000/in Y_h2:0.502/1.000/out,38.977,50.4861,0.489097,-0.0486646,0.0444444,0.0555556,733.957,37.917,,,,,,,,,,,0.0328354,0.0398658,1.12396,-0.0110705,0,0.0117647,0.632382,0.0322024,,,,,,,,,,,,,,,,,,,,262,600,0.436667,3,4,6472.13,120,0.898907,6471.96,6471.17,24,,registry_meter,True,False,0.407953,0.135984
run_fe0bb9740f74,p0,S4-01,4,C,C,1041,0,True,True,True,0,,0,0,0,0,1,0,0,0,0,12,,state,sensor,sensor,False,0,False,True,False,4,,False,False,,False,,,digestate_ts,,False,8,0,0,True,,"[150, 200]",fisher,True,0,True,-0.000110622,0.000110622,0,0.354093,False,True,4,0.0541917,0.0541917,1,0,K_S_pro:1.098/1.000/in k_m_ac:1.064/1.000/in k_m_c4:0.968/1.000/in k_m_h2:1.023/1.000/in,176.184,218.239,0.717643,-72.3727,0,0,3521.97,176.145,,0.0153196,0.0183284,1.58868,-0.0139733,0,0,0.304732,0.0152833,,0.0701807,0.0898727,1.47966,0.0681788,0,0,1.39985,0.0701097,,0.0537102,0.0625567,0.962401,0.00228247,0,0,1.04077,0.053007,,0.137225,0.146399,2.31256,0.137225,0,0,2.74433,0.137221,,359,600,0.598333,3,4,4908.4,120,0.681723,4908.22,4907.51,36,,registry_meter,True,False,0.916811,0.305604
